sport,event,year,num_athletes,num_countries,medals_awarded,medal_rate
Diving,Diving Men's Synchronized Platform,2000,16,8,16,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Team",2014,48,12,48,1.0
Wrestling,"Wrestling Men's Flyweight, Freestyle",1956,11,11,11,1.0
Boxing,Boxing Men's Featherweight,1960,31,31,31,1.0
Boxing,Boxing Men's Light-Welterweight,2012,28,28,28,1.0
Athletics,Athletics Men's High Jump,1992,43,27,43,1.0
Judo,Judo Women's Half-Lightweight,2012,23,23,23,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",2008,44,10,44,1.0
Athletics,Athletics Men's Standing Long Jump,1906,30,11,30,1.0
Tennis,Tennis Men's Doubles,1920,44,11,44,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1996,20,20,20,1.0
Boxing,Boxing Men's Featherweight,1932,10,10,10,1.0
Tennis,Tennis Mixed Doubles,1900,12,4,12,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",1952,18,9,18,1.0
Figure Skating,Figure Skating Mixed Pairs,1948,30,11,30,1.0
Weightlifting,Weightlifting Men's Featherweight,2016,17,15,17,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1932,24,5,24,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,2002,78,32,78,1.0
Archery,Archery Women's Individual,1972,40,21,40,1.0
Rowing,Rowing Men's Coxless Fours,1992,56,14,56,1.0
Athletics,Athletics Men's 800 metres,2004,72,58,72,1.0
Fencing,"Fencing Women's Sabre, Individual",2016,36,20,36,1.0
Fencing,"Fencing Men's epee, Individual",1912,93,15,93,1.0
Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1984,60,15,60,1.0
Swimming,Swimming Women's 100 metres Butterfly,2004,38,29,38,1.0
Boxing,Boxing Men's Featherweight,1984,36,36,36,1.0
Wrestling,"Wrestling Men's Bantamweight, Freestyle",1956,14,14,14,1.0
Wrestling,"Wrestling Men's Flyweight, Freestyle",1984,17,17,17,1.0
Swimming,Swimming Women's 200 metres Breaststroke,1984,23,16,23,1.0
Handball,Handball Women's Handball,2000,146,10,146,1.0
Judo,Judo Men's Middleweight,1988,36,35,36,1.0
Sailing,Sailing Mixed Multihull,2016,40,20,40,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1964,28,14,28,1.0
Athletics,Athletics Women's 10 kilometres Walk,1992,44,21,44,1.0
Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",2008,26,13,26,1.0
Rowing,Rowing Men's Coxless Fours,1972,80,19,80,1.0
Rowing,Rowing Men's Single Sculls,2000,24,24,24,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",2010,37,8,37,1.0
Weightlifting,Weightlifting Men's Heavyweight,1956,9,9,9,1.0
Boxing,Boxing Men's Light-Flyweight,1972,31,31,31,1.0
Gymnastics,Gymnastics Women's Horse Vault,1972,118,22,118,1.0
Trampolining,Trampolining Men's Individual,2016,16,13,16,1.0
Gymnastics,Gymnastics Men's Side Horse,1924,70,9,70,1.0
Boxing,Boxing Men's Featherweight,1980,35,35,35,1.0
Swimming,Swimming Women's 100 metres Butterfly,1972,30,20,30,1.0
Athletics,Athletics Men's Pentathlon,1920,19,8,19,1.0
Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",1932,5,3,5,1.0
Athletics,Athletics Men's 50 kilometres Walk,1968,36,18,36,1.0
Swimming,Swimming Men's 400 metres Individual Medley,2004,36,26,36,1.0
Table Tennis,Table Tennis Men's Singles,2004,64,38,64,1.0
Ice Hockey,Ice Hockey Men's Ice Hockey,1994,268,12,268,1.0
Swimming,Swimming Women's 4 x 100 metres Medley Relay,1976,75,16,75,1.0
Rowing,Rowing Men's Double Sculls,1956,16,8,16,1.0
Cycling,"Cycling Women's Mountainbike, Cross-Country",2000,30,19,30,1.0
Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",1988,19,18,19,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1948,49,14,49,1.0
Speed Skating,Speed Skating Women's 500 metres,1976,27,12,27,1.0
Biathlon,Biathlon Women's 7.5 kilometres Sprint,2002,74,27,74,1.0
Alpine Skiing,Alpine Skiing Women's Super G,2002,43,20,43,1.0
Art Competitions,"Art Competitions Mixed Painting, Graphic Arts",1936,2,2,6,3.0
Swimming,Swimming Men's 200 metres Backstroke,2000,45,37,45,1.0
Swimming,Swimming Men's 50 metres Freestyle,1988,71,43,71,1.0
Biathlon,Biathlon Women's 10 kilometres Pursuit,2010,60,24,60,1.0
Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",2002,28,15,28,1.0
Swimming,Swimming Men's 100 metres Backstroke,1952,38,25,38,1.0
Athletics,Athletics Men's 4 x 400 metres Relay,1980,97,24,97,1.0
Boxing,Boxing Men's Welterweight,2004,27,27,27,1.0
Speed Skating,"Speed Skating Women's 1,500 metres",1992,33,14,33,1.0
Athletics,"Athletics Men's Discus Throw, Greek Style",1906,21,9,21,1.0
Athletics,Athletics Men's Hammer Throw,1976,20,12,20,1.0
Table Tennis,Table Tennis Men's Singles,1996,64,38,64,1.0
Athletics,Athletics Men's 800 metres,1924,50,24,50,1.0
Biathlon,Biathlon Women's 3 x 7.5 kilometres Relay,1992,48,16,48,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",2016,26,13,26,1.0
Swimming,Swimming Men's 880 yard Freestyle,1904,6,5,6,1.0
Wrestling,"Wrestling Men's Lightweight, Freestyle",1996,19,19,19,1.0
Gymnastics,Gymnastics Men's Pommelled Horse,2012,69,31,69,1.0
Tennis,Tennis Men's Doubles,1996,62,31,62,1.0
Equestrianism,"Equestrianism Mixed Jumping, Individual",1968,42,15,42,1.0
Athletics,Athletics Men's 200 metres,1964,57,42,57,1.0
Athletics,Athletics Men's 20 kilometres Walk,1996,60,33,60,1.0
Boxing,Boxing Men's Bantamweight,1924,21,15,21,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,2004,75,16,75,1.0
Boxing,Boxing Men's Light-Welterweight,1980,30,30,30,1.0
Athletics,"Athletics Men's 5,000 metres",2016,51,28,51,1.0
Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus",1936,3,1,3,1.0
Sailing,Sailing Mixed Three Person Keelboat,1988,63,19,63,1.0
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,1956,40,11,40,1.0
Gymnastics,Gymnastics Women's Uneven Bars,1952,134,18,134,1.0
Swimming,Swimming Women's 400 metres Individual Medley,1968,28,18,28,1.0
Figure Skating,Figure Skating Men's Singles,1992,30,22,30,1.0
Tennis,Tennis Women's Doubles,1992,62,31,62,1.0
Rowing,Rowing Women's Coxed Quadruple Sculls,1984,36,7,36,1.0
Weightlifting,Weightlifting Men's Light-Heavyweight,2012,23,20,23,1.0
Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1980,48,12,48,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",2000,19,19,19,1.0
Athletics,Athletics Men's 400 metres Hurdles,1936,32,20,32,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1964,60,15,60,1.0
Lacrosse,Lacrosse Men's Lacrosse,1908,24,2,24,1.0
Wrestling,"Wrestling Men's Middleweight, Freestyle",1968,22,21,22,1.0
Taekwondo,Taekwondo Men's Featherweight,2012,16,16,16,1.0
Rowing,Rowing Women's Coxed Fours,1988,55,10,55,1.0
Art Competitions,"Art Competitions Mixed Painting, Paintings",1928,123,15,180,1.4634
Speed Skating,"Speed Skating Women's 3,000 metres",1964,28,13,28,1.0
Luge,Luge Women's Singles,1968,26,9,26,1.0
Diving,Diving Men's Springboard,1988,35,22,35,1.0
Swimming,Swimming Women's 100 metres Butterfly,2012,42,35,42,1.0
Athletics,Athletics Women's Heptathlon,2000,33,23,33,1.0
Equestrianism,"Equestrianism Men's Three-Day Event, Team",1932,12,4,12,1.0
Diving,Diving Men's Springboard,1912,18,7,18,1.0
Swimming,Swimming Women's 400 metres Freestyle,2000,39,31,39,1.0
Shooting,Shooting Mixed Trap,1988,49,28,49,1.0
Sailing,Sailing Mixed Two Person Heavyweight Dinghy,1972,60,28,60,1.0
Athletics,Athletics Men's 20 kilometres Walk,2008,51,30,51,1.0
Rowing,Rowing Women's Coxed Eights,2004,63,7,63,1.0
Rowing,Rowing Men's Double Sculls,1960,32,16,32,1.0
Archery,Archery Women's Team,1992,51,17,51,1.0
Swimming,Swimming Men's 100 metres Freestyle,1948,41,19,41,1.0
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,1952,20,8,20,1.0
Modern Pentathlon,Modern Pentathlon Men's Team,1988,57,19,57,1.0
Canoeing,"Canoeing Men's Canadian Singles, 500 metres",1992,19,19,19,1.0
Diving,Diving Women's Platform,1968,24,14,24,1.0
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2002,52,13,52,1.0
Rowing,Rowing Women's Coxed Fours,1976,40,8,40,1.0
Gymnastics,Gymnastics Women's Team All-Around,1984,54,9,54,1.0
Swimming,Swimming Men's 400 metres Freestyle,1976,47,28,47,1.0
Fencing,"Fencing Men's Sabre, Team",2008,29,8,29,1.0
Badminton,Badminton Men's Doubles,2012,32,14,32,1.0
Weightlifting,Weightlifting Men's Heavyweight,1928,17,11,17,1.0
Wrestling,"Wrestling Men's Welterweight, Freestyle",2000,20,20,20,1.0
Biathlon,Biathlon Women's 12.5 kilometres Mass Start,2010,30,12,30,1.0
Figure Skating,Figure Skating Men's Singles,1984,23,14,23,1.0
Athletics,Athletics Men's Marathon,1992,110,72,110,1.0
Boxing,Boxing Men's Welterweight,1972,37,36,37,1.0
Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",1948,37,11,40,1.0811
Snowboarding,Snowboarding Women's Parallel Giant Slalom,2014,32,15,32,1.0
Alpine Skiing,Alpine Skiing Women's Giant Slalom,2006,62,37,62,1.0
Judo,Judo Women's Middleweight,2004,23,23,23,1.0
Hockey,Hockey Men's Hockey,1968,253,15,253,1.0
Athletics,Athletics Women's Marathon,2008,81,45,81,1.0
Athletics,"Athletics Men's 1,500 metres",1956,37,22,37,1.0
Swimming,"Swimming Men's 1,500 metres Freestyle",1964,31,21,31,1.0
Water Polo,Water Polo Women's Water Polo,2012,102,8,102,1.0
Sailing,Sailing Mixed Multihull,1996,38,19,38,1.0
Wrestling,"Wrestling Men's Welterweight, Freestyle",1904,10,2,10,1.0
Gymnastics,Gymnastics Women's Horse Vault,1964,83,24,83,1.0
Swimming,Swimming Men's 200 metres Butterfly,2016,29,21,29,1.0
Cycling,Cycling Men's 50 kilometres,1924,37,16,37,1.0
Athletics,Athletics Women's 100 metres,1972,47,32,47,1.0
Cycling,Cycling Women's 500 metres Time Trial,2004,12,11,12,1.0
Badminton,Badminton Mixed Doubles,2012,32,14,32,1.0
Cycling,Cycling Women's Individual Time Trial,2012,24,16,24,1.0
Figure Skating,Figure Skating Women's Singles,1972,19,13,19,1.0
Athletics,Athletics Men's Shot Put,1976,23,16,23,1.0
Sailing,Sailing Women's One Person Dinghy,2000,27,27,27,1.0
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,1956,45,10,45,1.0
Rugby Sevens,Rugby Sevens Men's Rugby Sevens,2016,151,12,151,1.0
Athletics,Athletics Men's 110 metres Hurdles,1920,24,15,24,1.0
Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,1936,64,16,64,1.0
Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",2016,37,27,37,1.0
Judo,Judo Women's Heavyweight,1992,21,21,21,1.0
Athletics,"Athletics Men's 10,000 metres",1980,40,26,40,1.0
Athletics,Athletics Men's 100 metres,1920,60,22,60,1.0
Table Tennis,Table Tennis Men's Singles,2016,70,45,70,1.0
Cycling,"Cycling Men's Road Race, Team",1912,119,13,119,1.0
Weightlifting,Weightlifting Men's Middleweight,1960,27,20,27,1.0
Wrestling,"Wrestling Men's Featherweight, Greco-Roman",1928,20,20,20,1.0
Swimming,Swimming Women's 100 metres Freestyle,1988,57,33,57,1.0
Sailing,Sailing Mixed One Person Dinghy,2008,26,26,26,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,2008,68,16,68,1.0
Boxing,Boxing Men's Super-Heavyweight,1992,17,17,17,1.0
Judo,Judo Men's Middleweight,1992,33,33,33,1.0
Athletics,Athletics Men's 800 metres,1960,51,35,51,1.0
Canoeing,"Canoeing Men's Kayak Singles, Slalom",1996,44,28,44,1.0
Shooting,"Shooting Women's Air Rifle, 10 metres",2016,51,37,51,1.0
Shooting,"Shooting Women's Sporting Pistol, 25 metres",2008,41,28,41,1.0
Athletics,Athletics Women's Discus Throw,1956,22,12,22,1.0
Judo,Judo Men's Middleweight,2016,35,35,35,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",2016,21,21,21,1.0
Art Competitions,"Art Competitions Mixed Sculpturing, Medals",1936,17,6,38,2.2353
Speed Skating,Speed Skating Women's 500 metres,1980,31,14,31,1.0
Weightlifting,"Weightlifting Men's Unlimited, Two Hands",1906,10,6,10,1.0
Cycling,Cycling Men's Points Race,2004,23,23,23,1.0
Athletics,Athletics Women's High Jump,1968,24,14,24,1.0
Sailing,Sailing Mixed 5.5 metres,1968,42,14,42,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1980,32,16,32,1.0
Weightlifting,Weightlifting Women's Lightweight,2012,19,17,19,1.0
Athletics,"Athletics Men's 10,000 metres",2004,24,14,24,1.0
Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,1980,38,11,38,1.0
Diving,Diving Men's Springboard,1972,32,15,32,1.0
Gymnastics,Gymnastics Men's Individual All-Around,1928,88,11,88,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Individual",1972,52,14,52,1.0
Tennis,Tennis Women's Singles,1912,8,4,8,1.0
Luge,Luge Men's Singles,1988,38,17,38,1.0
Ski Jumping,"Ski Jumping Men's Large Hill, Individual",1994,58,19,58,1.0
Athletics,Athletics Men's 110 metres Hurdles,1960,36,21,36,1.0
Equestrianism,"Equestrianism Mixed Three-Day Event, Team",1964,48,12,48,1.0
Swimming,Swimming Men's 200 metres Breaststroke,1992,54,41,54,1.0
Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",1988,44,21,44,1.0
Wrestling,"Wrestling Men's Welterweight, Greco-Roman",1968,22,21,22,1.0
Archery,Archery Women's Individual,2012,64,40,64,1.0
Table Tennis,Table Tennis Women's Doubles,2000,68,24,68,1.0
Swimming,Swimming Men's 100 metres Backstroke,1992,52,37,52,1.0
Gymnastics,Gymnastics Men's Floor Exercise,2016,72,34,72,1.0
Alpine Skiing,Alpine Skiing Women's Giant Slalom,1994,47,19,47,1.0
Judo,Judo Men's Middleweight,2004,32,32,32,1.0
Fencing,"Fencing Men's epee, Team",1980,53,11,53,1.0
Diving,Diving Men's Platform,2016,28,18,28,1.0
Rowing,Rowing Men's Coxless Pairs,1968,36,17,36,1.0
Athletics,Athletics Men's 50 kilometres Walk,1980,27,14,27,1.0
Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",2002,35,8,35,1.0
Athletics,Athletics Women's Discus Throw,1948,21,11,21,1.0
Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",2000,31,31,31,1.0
Rowing,Rowing Men's Double Sculls,1976,26,12,26,1.0
Swimming,Swimming Women's 400 metres Freestyle,1928,20,10,20,1.0
Athletics,Athletics Men's 200 metres,1952,71,35,71,1.0
Modern Pentathlon,Modern Pentathlon Men's Individual,1976,47,17,47,1.0
Equestrianism,"Equestrianism Mixed Jumping, Team",2004,64,16,64,1.0
Speed Skating,"Speed Skating Men's 10,000 metres",1932,18,6,18,1.0
Wrestling,"Wrestling Men's Middleweight, Greco-Roman",1956,10,10,10,1.0
Shooting,"Shooting Men's Air Rifle, 10 metres",1996,44,31,44,1.0
Boxing,Boxing Men's Featherweight,1956,18,18,18,1.0
Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",1996,23,19,23,1.0
Swimming,Swimming Men's 4 x 100 metres Medley Relay,2012,72,16,72,1.0
Swimming,Swimming Women's 10 kilometres Open Water,2008,25,23,25,1.0
Gymnastics,Gymnastics Women's Uneven Bars,2016,79,43,79,1.0
Gymnastics,Gymnastics Women's Floor Exercise,2004,83,30,83,1.0
Biathlon,Biathlon Women's 4 x 7.5 kilometres Relay,2002,60,15,60,1.0
Judo,Judo Men's Half-Middleweight,1992,42,42,42,1.0
Cycling,"Cycling Men's Team Pursuit, 4,000 metres",2000,53,12,53,1.0
Rowing,Rowing Men's Double Sculls,1972,38,18,38,1.0
Football,Football Men's Football,1984,246,16,246,1.0
Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",1920,70,14,70,1.0
Water Polo,Water Polo Men's Water Polo,1928,112,14,112,1.0
Equestrianism,"Equestrianism Mixed Dressage, Team",1996,39,10,39,1.0
Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1976,77,17,77,1.0
Gymnastics,Gymnastics Men's Individual All-Around,2004,98,31,98,1.0
Equestrianism,"Equestrianism Men's Vaulting, Team",1920,9,3,9,1.0
Swimming,Swimming Men's 100 metres Freestyle,2016,59,46,59,1.0
Athletics,"Athletics Men's 2,590 metres Steeplechase",1904,7,2,7,1.0
Sailing,Sailing Mixed One Person Dinghy,1928,23,20,23,1.0
Athletics,Athletics Men's Javelin Throw,1984,28,19,28,1.0
Athletics,Athletics Men's 56-pound Weight Throw,1904,6,2,6,1.0
Cycling,Cycling Women's Sprint,1988,12,12,12,1.0
Athletics,"Athletics Men's 10,000 metres",2016,34,16,34,1.0
Athletics,Athletics Men's 110 metres Hurdles,2012,53,33,53,1.0
Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,1992,86,34,86,1.0
Alpine Skiing,Alpine Skiing Women's Downhill,2006,44,19,44,1.0
Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,2012,76,16,76,1.0
Athletics,Athletics Men's Standing High Jump,1900,3,1,3,1.0
Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",1988,28,28,28,1.0
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2014,56,14,56,1.0
Athletics,Athletics Men's 60 metres,1904,12,3,12,1.0
Diving,Diving Women's Springboard,1968,22,14,22,1.0
Athletics,"Athletics Men's 3,500 metres Walk",1908,25,8,25,1.0
Fencing,"Fencing Men's Foil, Masters, Individual",1900,61,7,61,1.0
Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",1906,46,11,46,1.0
Sailing,Sailing Mixed Three Person Keelboat,1976,72,23,72,1.0
Boxing,Boxing Men's Light-Flyweight,1984,24,24,24,1.0
Athletics,Athletics Men's 50 kilometres Walk,1932,15,10,15,1.0
Athletics,Athletics Men's 400 metres,2008,55,40,55,1.0
Table Tennis,Table Tennis Men's Singles,2012,69,44,69,1.0
Swimming,Swimming Men's 100 metres Breaststroke,2008,64,52,64,1.0
Cycling,Cycling Men's Team Sprint,2004,37,12,37,1.0
Athletics,Athletics Men's Hammer Throw,1964,24,13,24,1.0
Boxing,Boxing Men's Middleweight,1952,23,23,23,1.0
Gymnastics,Gymnastics Men's Floor Exercise,1980,65,14,65,1.0
Weightlifting,Weightlifting Men's Featherweight,1992,31,26,31,1.0
Athletics,Athletics Women's 400 metres Hurdles,1996,30,21,30,1.0
Boxing,Boxing Women's Flyweight,2016,12,12,12,1.0
Canoeing,"Canoeing Women's Kayak Fours, 500 metres",2008,40,10,40,1.0
Boxing,Boxing Men's Light-Middleweight,1980,23,23,23,1.0
Athletics,Athletics Women's 4 x 100 metres Relay,1980,32,8,32,1.0
Judo,Judo Women's Half-Heavyweight,2004,21,21,21,1.0
Sailing,Sailing Women's Two Person Dinghy,2004,40,20,40,1.0
Rowing,Rowing Men's Double Sculls,1936,24,12,24,1.0
Weightlifting,Weightlifting Men's Heavyweight,1932,6,4,6,1.0
Athletics,Athletics Men's Standing Long Jump,1908,25,11,25,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1924,27,9,27,1.0
Judo,Judo Women's Extra-Lightweight,2016,23,23,23,1.0
Equestrianism,Equestrianism Mixed Four-In-Hand Competition,1900,28,6,31,1.1071
Biathlon,Biathlon Men's 10 kilometres Sprint,1998,73,30,73,1.0
Beach Volleyball,Beach Volleyball Women's Beach Volleyball,2008,48,17,48,1.0
Athletics,Athletics Men's Pole Vault,2008,38,25,38,1.0
Figure Skating,Figure Skating Mixed Pairs,1928,26,10,26,1.0
Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",1928,38,13,38,1.0
Gymnastics,Gymnastics Women's Uneven Bars,2012,79,42,79,1.0
Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",1960,22,22,22,1.0
Gymnastics,Gymnastics Men's Floor Exercise,1968,117,27,117,1.0
Athletics,Athletics Men's Pole Vault,1920,16,7,16,1.0
Basketball,Basketball Men's Basketball,1980,143,12,143,1.0
Tennis,Tennis Women's Doubles,1996,56,28,56,1.0
Gymnastics,Gymnastics Women's Horse Vault,2000,84,31,84,1.0
Gymnastics,Gymnastics Men's Rings,1932,14,6,14,1.0
Gymnastics,Gymnastics Men's Team All-Around,1904,78,4,78,1.0
Figure Skating,Figure Skating Men's Singles,1924,11,9,11,1.0
Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1964,56,14,56,1.0
Cycling,"Cycling Men's Road Race, Team",1936,88,22,88,1.0
Athletics,Athletics Men's 400 metres,1908,37,11,37,1.0
Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,2006,68,17,68,1.0
Equestrianism,"Equestrianism Mixed Dressage, Individual",1996,49,18,49,1.0
Fencing,"Fencing Men's epee, Team",2004,30,8,30,1.0
Water Polo,Water Polo Men's Water Polo,1920,101,12,101,1.0
Athletics,"Athletics Men's 5,000 metres",1936,41,23,41,1.0
Athletics,Athletics Men's 50 kilometres Walk,1992,42,20,42,1.0
Speed Skating,"Speed Skating Men's 1,500 metres",1964,54,20,54,1.0
Swimming,Swimming Men's 200 metres Backstroke,1968,30,20,30,1.0
Swimming,Swimming Men's 400 metres Freestyle,1936,34,16,34,1.0
Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",1992,37,9,37,1.0
Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",1972,12,12,12,1.0
Athletics,Athletics Men's Marathon,2004,101,59,101,1.0
Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,1972,69,15,69,1.0
Athletics,Athletics Men's 400 metres Hurdles,1980,22,19,22,1.0
Athletics,Athletics Men's 800 metres,1968,43,31,43,1.0
Diving,Diving Women's Platform,1992,28,17,28,1.0
Synchronized Swimming,Synchronized Swimming Women's Team,1996,72,8,72,1.0
Basketball,Basketball Women's Basketball,1996,143,12,143,1.0
Diving,Diving Women's Platform,2004,34,21,34,1.0
Wrestling,"Wrestling Men's Lightweight, Greco-Roman",2000,20,20,20,1.0
Equestrianism,"Equestrianism Mixed Jumping, Individual",1996,82,24,82,1.0
Cycling,Cycling Men's Points Race,1900,13,3,13,1.0
